interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,code_interaction,qu1,qu2,qu3,qu4,qu5,qu6,qu7,qu8,qu9,qu10
00000000176,00000000000000000000000176,IP176,Localite10,Structure7,742,PPSP_742,19,176,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000177,00000000000000000000000177,IP177,Localite4,Structure14,632,PPSP_632,5,177,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Oui
00000000178,00000000000000000000000178,IP178,Localite10,Structure16,873,PPSP_873,24,178,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000000179,00000000000000000000000179,IP179,Localite1,Structure13,579,PPSP_579,3,179,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000180,00000000000000000000000180,IP180,Localite7,Structure16,305,PPSP_305,16,180,Oui,Oui,Oui,Non,Non,Parfois,Oui,Non,Non,Non
00000000181,00000000000000000000000181,IP181,Localite9,Structure6,787,PPSP_787,24,181,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000182,00000000000000000000000182,IP182,Localite9,Structure16,314,PPSP_314,11,182,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui
00000000183,00000000000000000000000183,IP183,Localite1,Structure6,31,PPSP_31,25,183,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000184,00000000000000000000000184,IP184,Localite2,Structure15,938,PPSP_938,25,184,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000185,00000000000000000000000185,IP185,Localite6,Structure5,356,PPSP_356,16,185,Non,Non,Oui,Oui,Non,Parfois,Oui,Non,Non,Oui
00000000186,00000000000000000000000186,IP186,Localite5,Structure7,981,PPSP_981,11,186,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000187,00000000000000000000000187,IP187,Localite7,Structure10,459,PPSP_459,22,187,Oui,Non,Pas applicable,Oui,Non,Oui,Oui,Non,Non,Non
00000000188,00000000000000000000000188,IP188,Localite2,Structure1,140,PPSP_140,5,188,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000000189,00000000000000000000000189,IP189,Localite4,Structure13,669,PPSP_669,6,189,Oui,Non,Oui,Non,Non,Parfois,Oui,Non,Oui,Non
00000000190,00000000000000000000000190,IP190,Localite2,Structure20,252,PPSP_252,23,190,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000000191,00000000000000000000000191,IP191,Localite1,Structure2,259,PPSP_259,11,191,Oui,Oui,Non,Oui,Non,Parfois,Non,Oui,Oui,Oui
00000000192,00000000000000000000000192,IP192,Localite3,Structure3,856,PPSP_856,6,192,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Oui
00000000193,00000000000000000000000193,IP193,Localite7,Structure10,81,PPSP_81,21,193,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Non
00000000194,00000000000000000000000194,IP194,Localite10,Structure11,813,PPSP_813,1,194,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000195,00000000000000000000000195,IP195,Localite9,Structure2,204,PPSP_204,10,195,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non
00000000196,00000000000000000000000196,IP196,Localite10,Structure19,674,PPSP_674,25,196,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000197,00000000000000000000000197,IP197,Localite8,Structure20,812,PPSP_812,21,197,Oui,Non,Oui,Oui,Non,Parfois,Non,Non,Non,Non
00000000198,00000000000000000000000198,IP198,Localite6,Structure11,133,PPSP_133,12,198,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non
00000000199,00000000000000000000000199,IP199,Localite5,Structure3,425,PPSP_425,20,199,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000000200,00000000000000000000000200,IP200,Localite9,Structure12,202,PPSP_202,13,200,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000201,00000000000000000000000201,IP201,Localite3,Structure9,556,PPSP_556,20,201,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Non
00000000202,00000000000000000000000202,IP202,Localite8,Structure17,860,PPSP_860,23,202,Oui,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Oui,Non
00000000203,00000000000000000000000203,IP203,Localite8,Structure15,407,PPSP_407,17,203,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000000204,00000000000000000000000204,IP204,Localite9,Structure9,388,PPSP_388,22,204,Oui,Non,Oui,Oui,Oui,Parfois,Oui,Non,Non,Non
00000000205,00000000000000000000000205,IP205,Localite8,Structure19,960,PPSP_960,2,205,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000206,00000000000000000000000206,IP206,Localite4,Structure7,710,PPSP_710,9,206,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui
00000000207,00000000000000000000000207,IP207,Localite10,Structure11,724,PPSP_724,25,207,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000208,00000000000000000000000208,IP208,Localite7,Structure6,834,PPSP_834,11,208,Oui,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Non,Oui
00000000209,00000000000000000000000209,IP209,Localite9,Structure11,479,PPSP_479,8,209,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Oui
00000000210,00000000000000000000000210,IP210,Localite5,Structure16,825,PPSP_825,4,210,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non
00000000211,00000000000000000000000211,IP211,Localite2,Structure15,542,PPSP_542,20,211,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000212,00000000000000000000000212,IP212,Localite9,Structure10,343,PPSP_343,15,212,Oui,Oui,Oui,Oui,Non,Parfois,Non,Non,Oui,Non
00000000213,00000000000000000000000213,IP213,Localite4,Structure10,192,PPSP_192,18,213,Oui,Oui,Oui,Oui,Oui,Parfois,Non,Non,Non,Oui
00000000214,00000000000000000000000214,IP214,Localite6,Structure18,889,PPSP_889,6,214,Non,Oui,Non,Non,Oui,Parfois,Oui,Oui,Non,Oui
00000000215,00000000000000000000000215,IP215,Localite4,Structure13,486,PPSP_486,11,215,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000216,00000000000000000000000216,IP216,Localite7,Structure5,557,PPSP_557,22,216,Oui,Oui,Non,Non,Oui,Parfois,Oui,Non,Non,Non
00000000217,00000000000000000000000217,IP217,Localite9,Structure2,698,PPSP_698,24,217,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000218,00000000000000000000000218,IP218,Localite4,Structure3,790,PPSP_790,20,218,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000219,00000000000000000000000219,IP219,Localite2,Structure14,458,PPSP_458,5,219,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000220,00000000000000000000000220,IP220,Localite10,Structure19,127,PPSP_127,12,220,Oui,Oui,Oui,Oui,Non,Parfois,Oui,Non,Oui,Non
00000000221,00000000000000000000000221,IP221,Localite2,Structure9,773,PPSP_773,22,221,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Non,Oui,Non
00000000222,00000000000000000000000222,IP222,Localite8,Structure4,726,PPSP_726,11,222,Oui,Oui,Non,Oui,Non,Parfois,Oui,Oui,Oui,Non
00000000223,00000000000000000000000223,IP223,Localite3,Structure2,703,PPSP_703,1,223,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000224,00000000000000000000000224,IP224,Localite10,Structure7,882,PPSP_882,13,224,Oui,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Non,Non
00000000225,00000000000000000000000225,IP225,Localite8,Structure16,696,PPSP_696,22,225,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000226,00000000000000000000000226,IP226,Localite2,Structure17,173,PPSP_173,19,226,Oui,Oui,Oui,Non,Non,Parfois,Oui,Oui,Non,Non
00000000227,00000000000000000000000227,IP227,Localite5,Structure7,64,PPSP_64,16,227,Non,Non,Non,Oui,Oui,Parfois,Oui,Non,Oui,Oui
00000000228,00000000000000000000000228,IP228,Localite2,Structure6,663,PPSP_663,16,228,Oui,Oui,Pas applicable,Oui,Non,Oui,Oui,Non,Non,Oui
00000000229,00000000000000000000000229,IP229,Localite8,Structure6,105,PPSP_105,12,229,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000230,00000000000000000000000230,IP230,Localite3,Structure2,962,PPSP_962,14,230,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000000231,00000000000000000000000231,IP231,Localite8,Structure8,581,PPSP_581,12,231,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000232,00000000000000000000000232,IP232,Localite4,Structure7,513,PPSP_513,22,232,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000233,00000000000000000000000233,IP233,Localite3,Structure9,180,PPSP_180,20,233,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000234,00000000000000000000000234,IP234,Localite10,Structure11,766,PPSP_766,20,234,Oui,Non,Oui,Oui,Oui,Parfois,Non,Non,Oui,Non
00000000235,00000000000000000000000235,IP235,Localite7,Structure4,244,PPSP_244,25,235,Oui,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui
00000000236,00000000000000000000000236,IP236,Localite6,Structure7,175,PPSP_175,17,236,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000237,00000000000000000000000237,IP237,Localite7,Structure19,887,PPSP_887,17,237,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000238,00000000000000000000000238,IP238,Localite9,Structure5,372,PPSP_372,3,238,Oui,Non,Non,Oui,Non,Parfois,Non,Non,Oui,Non
00000000239,00000000000000000000000239,IP239,Localite1,Structure17,959,PPSP_959,11,239,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000240,00000000000000000000000240,IP240,Localite2,Structure9,275,PPSP_275,17,240,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non
00000000241,00000000000000000000000241,IP241,Localite5,Structure1,103,PPSP_103,2,241,Non,Non,Non,Non,Non,Parfois,Oui,Non,Oui,Oui
00000000242,00000000000000000000000242,IP242,Localite7,Structure19,151,PPSP_151,2,242,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non
00000000243,00000000000000000000000243,IP243,Localite10,Structure7,449,PPSP_449,1,243,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non
00000000244,00000000000000000000000244,IP244,Localite7,Structure17,52,PPSP_52,17,244,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000000245,00000000000000000000000245,IP245,Localite9,Structure9,469,PPSP_469,3,245,Oui,Non,Non,Non,Oui,Parfois,Oui,Non,Non,Oui
00000000246,00000000000000000000000246,IP246,Localite1,Structure12,492,PPSP_492,23,246,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000000247,00000000000000000000000247,IP247,Localite9,Structure10,981,PPSP_981,9,247,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui
00000000248,00000000000000000000000248,IP248,Localite7,Structure9,679,PPSP_679,11,248,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui
00000000249,00000000000000000000000249,IP249,Localite5,Structure6,608,PPSP_608,6,249,Oui,Non,Oui,Oui,Non,Parfois,Oui,Oui,Non,Non
00000000250,00000000000000000000000250,IP250,Localite10,Structure14,946,PPSP_946,18,250,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000251,00000000000000000000000251,IP251,Localite4,Structure1,641,PPSP_641,12,251,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non
00000000252,00000000000000000000000252,IP252,Localite4,Structure1,57,PPSP_57,13,252,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000000253,00000000000000000000000253,IP253,Localite7,Structure4,670,PPSP_670,11,253,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000254,00000000000000000000000254,IP254,Localite2,Structure12,207,PPSP_207,1,254,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000255,00000000000000000000000255,IP255,Localite6,Structure18,464,PPSP_464,19,255,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000256,00000000000000000000000256,IP256,Localite6,Structure9,892,PPSP_892,10,256,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000000257,00000000000000000000000257,IP257,Localite8,Structure8,50,PPSP_50,14,257,Oui,Non,Oui,Oui,Oui,Parfois,Oui,Non,Non,Oui
00000000258,00000000000000000000000258,IP258,Localite5,Structure20,862,PPSP_862,18,258,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000259,00000000000000000000000259,IP259,Localite3,Structure6,37,PPSP_37,5,259,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000000260,00000000000000000000000260,IP260,Localite8,Structure14,519,PPSP_519,16,260,Oui,Non,Pas applicable,Non,Non,Parfois,Oui,Oui,Oui,Non
00000000261,00000000000000000000000261,IP261,Localite2,Structure7,554,PPSP_554,23,261,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui
00000000262,00000000000000000000000262,IP262,Localite10,Structure8,42,PPSP_42,25,262,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Oui
00000000263,00000000000000000000000263,IP263,Localite4,Structure5,245,PPSP_245,3,263,Non,Oui,Oui,Oui,Non,Parfois,Non,Non,Non,Non
00000000264,00000000000000000000000264,IP264,Localite10,Structure10,112,PPSP_112,5,264,Oui,Oui,Pas applicable,Non,Oui,Oui,Non,Non,Non,Oui
00000000265,00000000000000000000000265,IP265,Localite10,Structure8,191,PPSP_191,6,265,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000266,00000000000000000000000266,IP266,Localite7,Structure17,376,PPSP_376,11,266,Oui,Non,Oui,Oui,Oui,Parfois,Non,Non,Non,Oui
00000000267,00000000000000000000000267,IP267,Localite1,Structure16,479,PPSP_479,9,267,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000268,00000000000000000000000268,IP268,Localite4,Structure1,575,PPSP_575,23,268,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000000269,00000000000000000000000269,IP269,Localite8,Structure6,303,PPSP_303,6,269,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui
00000000270,00000000000000000000000270,IP270,Localite1,Structure7,928,PPSP_928,15,270,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui
00000000271,00000000000000000000000271,IP271,Localite3,Structure3,967,PPSP_967,11,271,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui
00000000272,00000000000000000000000272,IP272,Localite6,Structure10,745,PPSP_745,24,272,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000273,00000000000000000000000273,IP273,Localite8,Structure4,96,PPSP_96,10,273,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non
00000000274,00000000000000000000000274,IP274,Localite9,Structure12,570,PPSP_570,8,274,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000275,00000000000000000000000275,IP275,Localite10,Structure17,668,PPSP_668,5,275,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000000276,00000000000000000000000276,IP276,Localite4,Structure16,289,PPSP_289,23,276,Oui,Oui,Pas applicable,Non,Oui,Parfois,Oui,Non,Oui,Non
00000000277,00000000000000000000000277,IP277,Localite2,Structure3,505,PPSP_505,19,277,Oui,Non,Oui,Non,Non,Parfois,Oui,Non,Oui,Oui
00000000278,00000000000000000000000278,IP278,Localite10,Structure14,596,PPSP_596,12,278,Oui,Non,Oui,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000000279,00000000000000000000000279,IP279,Localite7,Structure6,859,PPSP_859,13,279,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000280,00000000000000000000000280,IP280,Localite10,Structure15,943,PPSP_943,23,280,Oui,Oui,Oui,Non,Oui,Parfois,Non,Non,Non,Oui
00000000281,00000000000000000000000281,IP281,Localite3,Structure4,982,PPSP_982,4,281,Oui,Non,Oui,Non,Non,Parfois,Non,Non,Oui,Non
00000000282,00000000000000000000000282,IP282,Localite7,Structure7,341,PPSP_341,5,282,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000000283,00000000000000000000000283,IP283,Localite2,Structure2,368,PPSP_368,5,283,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000000284,00000000000000000000000284,IP284,Localite3,Structure18,125,PPSP_125,2,284,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000000285,00000000000000000000000285,IP285,Localite9,Structure17,675,PPSP_675,17,285,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000286,00000000000000000000000286,IP286,Localite4,Structure2,153,PPSP_153,8,286,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui
00000000287,00000000000000000000000287,IP287,Localite5,Structure17,583,PPSP_583,10,287,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Oui
00000000288,00000000000000000000000288,IP288,Localite1,Structure11,285,PPSP_285,22,288,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non
00000000289,00000000000000000000000289,IP289,Localite4,Structure20,487,PPSP_487,18,289,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui
00000000290,00000000000000000000000290,IP290,Localite10,Structure1,498,PPSP_498,10,290,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000000291,00000000000000000000000291,IP291,Localite1,Structure14,981,PPSP_981,5,291,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Non,Non,Oui
00000000292,00000000000000000000000292,IP292,Localite7,Structure20,739,PPSP_739,2,292,Oui,Oui,Oui,Oui,Non,Parfois,Oui,Non,Oui,Non
00000000293,00000000000000000000000293,IP293,Localite7,Structure4,526,PPSP_526,10,293,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000294,00000000000000000000000294,IP294,Localite10,Structure2,362,PPSP_362,13,294,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000295,00000000000000000000000295,IP295,Localite4,Structure7,360,PPSP_360,2,295,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui
00000000296,00000000000000000000000296,IP296,Localite4,Structure20,409,PPSP_409,13,296,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Oui
00000000297,00000000000000000000000297,IP297,Localite7,Structure9,143,PPSP_143,21,297,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui
00000000298,00000000000000000000000298,IP298,Localite8,Structure18,224,PPSP_224,5,298,Oui,Non,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000000299,00000000000000000000000299,IP299,Localite9,Structure14,76,PPSP_76,1,299,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000300,00000000000000000000000300,IP300,Localite9,Structure10,45,PPSP_45,1,300,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000301,00000000000000000000000301,IP301,Localite10,Structure19,847,PPSP_847,17,301,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000302,00000000000000000000000302,IP302,Localite1,Structure7,664,PPSP_664,3,302,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000303,00000000000000000000000303,IP303,Localite7,Structure11,916,PPSP_916,25,303,Non,Oui,Oui,Non,Oui,Parfois,Oui,Non,Oui,Oui
00000000304,00000000000000000000000304,IP304,Localite1,Structure15,437,PPSP_437,6,304,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000305,00000000000000000000000305,IP305,Localite4,Structure11,576,PPSP_576,15,305,Oui,Oui,Pas applicable,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000306,00000000000000000000000306,IP306,Localite1,Structure7,127,PPSP_127,3,306,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non
00000000307,00000000000000000000000307,IP307,Localite6,Structure7,495,PPSP_495,25,307,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Oui
00000000308,00000000000000000000000308,IP308,Localite9,Structure19,873,PPSP_873,21,308,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000309,00000000000000000000000309,IP309,Localite2,Structure6,536,PPSP_536,14,309,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000000310,00000000000000000000000310,IP310,Localite3,Structure5,305,PPSP_305,25,310,Non,Oui,Pas applicable,Oui,Oui,Oui,Oui,Non,Oui,Non
00000000311,00000000000000000000000311,IP311,Localite5,Structure15,296,PPSP_296,6,311,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui
00000000312,00000000000000000000000312,IP312,Localite8,Structure6,549,PPSP_549,12,312,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non
00000000313,00000000000000000000000313,IP313,Localite6,Structure17,566,PPSP_566,13,313,Oui,Oui,Pas applicable,Oui,Oui,Oui,Oui,Non,Non,Non
00000000314,00000000000000000000000314,IP314,Localite2,Structure12,609,PPSP_609,24,314,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui
00000000315,00000000000000000000000315,IP315,Localite8,Structure19,191,PPSP_191,7,315,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000316,00000000000000000000000316,IP316,Localite3,Structure3,459,PPSP_459,13,316,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000317,00000000000000000000000317,IP317,Localite9,Structure18,189,PPSP_189,15,317,Oui,Oui,Oui,Non,Oui,Parfois,Oui,Non,Non,Oui
00000000318,00000000000000000000000318,IP318,Localite7,Structure16,132,PPSP_132,3,318,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Non,Oui,Non
00000000319,00000000000000000000000319,IP319,Localite3,Structure13,137,PPSP_137,21,319,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui
00000000320,00000000000000000000000320,IP320,Localite7,Structure5,671,PPSP_671,19,320,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000321,00000000000000000000000321,IP321,Localite6,Structure20,854,PPSP_854,22,321,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Oui
00000000322,00000000000000000000000322,IP322,Localite8,Structure11,139,PPSP_139,18,322,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Non,Oui,Oui
00000000323,00000000000000000000000323,IP323,Localite7,Structure6,310,PPSP_310,21,323,Oui,Oui,Oui,Oui,Oui,Parfois,Non,Non,Oui,Non
00000000324,00000000000000000000000324,IP324,Localite4,Structure1,438,PPSP_438,21,324,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000000325,00000000000000000000000325,IP325,Localite1,Structure8,574,PPSP_574,15,325,Oui,Oui,Oui,Non,Oui,Parfois,Oui,Non,Non,Oui
00000000326,00000000000000000000000326,IP326,Localite8,Structure10,584,PPSP_584,1,326,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000327,00000000000000000000000327,IP327,Localite8,Structure12,747,PPSP_747,4,327,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non
00000000328,00000000000000000000000328,IP328,Localite5,Structure19,905,PPSP_905,4,328,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui
00000000329,00000000000000000000000329,IP329,Localite3,Structure19,536,PPSP_536,14,329,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000330,00000000000000000000000330,IP330,Localite7,Structure11,333,PPSP_333,12,330,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui
00000000331,00000000000000000000000331,IP331,Localite7,Structure12,840,PPSP_840,2,331,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000000332,00000000000000000000000332,IP332,Localite7,Structure3,484,PPSP_484,8,332,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non
00000000333,00000000000000000000000333,IP333,Localite9,Structure18,563,PPSP_563,20,333,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000000334,00000000000000000000000334,IP334,Localite4,Structure20,66,PPSP_66,19,334,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non
00000000335,00000000000000000000000335,IP335,Localite8,Structure18,78,PPSP_78,3,335,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Non,Oui
00000000336,00000000000000000000000336,IP336,Localite9,Structure1,89,PPSP_89,3,336,Oui,Oui,Oui,Non,Non,Parfois,Oui,Non,Non,Non
00000000337,00000000000000000000000337,IP337,Localite6,Structure1,162,PPSP_162,13,337,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000000338,00000000000000000000000338,IP338,Localite2,Structure17,564,PPSP_564,19,338,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000000339,00000000000000000000000339,IP339,Localite3,Structure8,236,PPSP_236,25,339,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000000340,00000000000000000000000340,IP340,Localite8,Structure8,34,PPSP_34,18,340,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000000341,00000000000000000000000341,IP341,Localite5,Structure5,335,PPSP_335,25,341,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui
00000000342,00000000000000000000000342,IP342,Localite8,Structure6,755,PPSP_755,24,342,Oui,Oui,Non,Oui,Oui,Parfois,Oui,Non,Oui,Oui
00000000343,00000000000000000000000343,IP343,Localite4,Structure4,333,PPSP_333,21,343,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui
00000000344,00000000000000000000000344,IP344,Localite3,Structure15,413,PPSP_413,17,344,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui
00000000345,00000000000000000000000345,IP345,Localite4,Structure18,902,PPSP_902,19,345,Oui,Oui,Pas applicable,Oui,Non,Non,Oui,Non,Oui,Oui
00000000346,00000000000000000000000346,IP346,Localite5,Structure6,114,PPSP_114,24,346,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000000347,00000000000000000000000347,IP347,Localite8,Structure13,884,PPSP_884,24,347,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non
00000000348,00000000000000000000000348,IP348,Localite7,Structure8,157,PPSP_157,5,348,Oui,Non,Non,Oui,Non,Parfois,Oui,Non,Non,Non
00000000349,00000000000000000000000349,IP349,Localite1,Structure10,722,PPSP_722,18,349,Non,Non,Oui,Oui,Oui,Parfois,Oui,Non,Oui,Oui
00000000350,00000000000000000000000350,IP350,Localite9,Structure4,218,PPSP_218,17,350,Oui,Oui,Oui,Oui,Non,Parfois,Oui,Non,Oui,Non
00000000351,00000000000000000000000351,IP351,Localite4,Structure7,159,PPSP_159,19,351,Oui,Non,Non,Non,Oui,Parfois,Oui,Non,Oui,Non
